screen_name,statuses
Nerrisss2,"[""Do you know how impactful it is to work with girls in smaller settings? You'll be suprise how much you and them can gain from one another."", '@bg_bookclub A good read for girls ages 7 and up is ""Live, Love &amp; Confidence,  A guide to building self esteem in g… https://t.co/Hz5uOO9IXf', '@YouthUpRising Join I Self Express 2nd Annual Self Esteem Awareness...:) https://t.co/ArUeluN0QU', '@bg_bookclub Join us if your free...:) https://t.co/fCgjZteQWe', '@youthspeaks Please share this information with your youth. :) https://t.co/pfQWLzE35s']"
CryptusCH,['@ESLLoL ESL Production meme proving too strong.']
fantasyromance4,"['Intrinsic https://t.co/sDuDhjliuc                              #Book #Kindle #review #amazon #Deal, #Sponsor… https://t.co/Ow3yK2TgA3', 'For Fantasy Romance and Excellent Free Kindle and $1 Deals – https://t.co/3ykcdpjX5M', 'https://t.co/9V1BNmtBCT\n#YA #Romance #Paranormal  #Urban #Fantasy #Supernatural #Free #Book #Kindle #review #amazon https://t.co/uGEkg1yLQj', 'https://t.co/sjZkAg99Ge\n#Paranormal #Romance #Fantasy #Free #Book #Kindle #review #amazon https://t.co/ejULXEC8aX', 'https://t.co/EambEwawLJ \n#Dark #Fantasy #Romance #Sponsor #Free #Book #Kindle #review #amazon']"
BTSxMO,"[""@JanettSeaHeart @ARMYVSVOTING @BTS_twt Hi Janet, I'm Jacki 💜 \n\n#PremiosMTVMiaw #MTVBRKPOPBTS @BTS_twt""]"
STSTWO,"['@NachoGrannieT @jimbo_always @JETBaby56 @angel1_rogue @RealBiddle @GIT_ER_DONE_USA @bad021040 @SpankyTheDog1… https://t.co/0vlH1xRGh6', 'So @abc has a liar, a morally bankrupt liar telling Americans that the duly elected @POTUS is immoral.  WTF?', '@SamGCHQ TY']"
KillyDreamGH,"['@soapoperanurse3 Yes.. #SamLexis scenes tomorrow..', '🤣 it really is a laughing stock. https://t.co/VJiVK3tA7e', '@bauk1234 No #Drew correct.', ""@anu_sherigar I didn't see him 😭""]"
UfaTime,"['Роскомнадзор намерен добиться удаления Telegram App Store и Google Play #Уфа #Уфасити #Ufa #UfaTime… https://t.co/VQ9Ahmok6z', 'Завтра в Башкирии потеплеет до +12 градусов #Уфа #Уфасити #Ufa #UfaTime https://t.co/5H3HVP3BzM https://t.co/MlbJrbi0lc', 'ФАС заподозрил «Автоваз» в завышении расценок на техобслуживание автомобилей #Уфа #Уфасити #Ufa #UfaTime… https://t.co/eMnDjGkFW5', 'Названы рублевые цены на внедорожник Infiniti QX80 #Уфа #Уфасити #Ufa #UfaTime https://t.co/lGy7aMwNKO https://t.co/FGzoQsIfCL', 'Похищенную в Уфе 5-летнюю девочку нашли в соседнем регионе #Уфа #Уфасити #Ufa #UfaTime https://t.co/74TSlZexZw https://t.co/TAycN6nlsu']"
KMOXSports,"[""Temperatures in Chicago are expected to drop into the 30's, with a windchill in the 20's tonight – The #STLCards vs… https://t.co/CZXpUBf8cI"", ""Tonight's #STLCards game has been postponed due to the forecast for inclement weather throughout the day and wind c… https://t.co/lddYxbsIAO""]"
jmpalmieri,"['So sad .@christine_d11 won’t be there tonight! https://t.co/QEUvL801li', 'Naturally, I bought the Willie Morris .@SquareBooks! https://t.co/B8cbZeyozI', '@TheNashvillian @MeganCBarry @EricGreitens @realDonaldTrump Yes, I understand', '@FakeEmily65 @NickMerrill Correct! @NickMerrill can do all that himself!']"
MyOrangeLady,"['About to do one of my favorite things: write a scathing letter', '@Marz_Berry Lool aite sis', '@Marz_Berry Looool been waiting for you to enter my mentions']"
MSSLeagues,"['4/16 Weather update: Softball, Volleyball, Kickball, &amp; soccer are CANCELED this evening. For flag football, only 1… https://t.co/bR6KlWEpkg', '4/16 Weather Update: Softball is CANCELED this evening at all 3 parks. Significant rain from the wknd and cold cond… https://t.co/Z5Bh0lehUW', '4/16 Weather Update: Sand Volleyball at both parks is CANCELED this evening. We will post an update on all other sports by 3pm.', '4/15 Weather Update: All softball, kickball, sand volleyball, and 7-man flag football are CANCELED today. The only… https://t.co/6tn9qQkjru', '4/8 Weather Update: All outdoor sports are ON today. Reminder, per captains email, soccer starts next week as indicated online. Thanks!']"
silkskinhes,"['LMAOOO TRUE WHAT ARE RESPONSIBILITIES ??? https://t.co/h1uwsGm7AO', 'DUE DATES ??? WHAT ARE THOSE STUDENTS WOULD LOVE US https://t.co/eyzx0G379H', ""EXACTLY WHO CARES ABOUT A DEGREE WE'D BE GREAT TEACHERS https://t.co/HC7DrPAJJJ"", 'FUCK YEAH, PROVING ALL OUR TEACHERS WRONG DAY BY DAY https://t.co/AG3Mr9bUKE', ""IKR THIS IS HOW WE'RE GONNA SUCCEED IN LIFE LMAOO https://t.co/ksLwfwRdBm""]"
Nattlingcry1,['@girl4_trump @realDonaldTrump Get out of the UN fast!!!']
YoonMin_Rain,['#LoveYourselfTearIsComing\nREGRESO DEL COLEGIO Y EL COMEBACK DE LOS CHICOS ME DA UN CHANCLASO EN LA CARA *gritanding… https://t.co/Lm9gOpxSJR']
OviSilva46,['Hola']
LilRevive,"['new face filters on instagram today this is my favorite one so far nice job team', 'ban knives stop the bloodshed https://t.co/Dk3OJ0sc4A', ""@LanDoge420 Yea I agree, I think it'll be great for Apple Music and Spotify it'll just carry those people over to the new platforms."", 'Yo iTunes is no longer gonna be selling music holy shit.']"
rycady,"['@discofish I agree with the sentiment a lot, too. Like I’m a horror baby so I dig more on the Infested and like, Re… https://t.co/YYJIzoNRGo', 'INTO THIS https://t.co/pcYxhBaJBk', '@steve_foxe @joeyesposito @OCWeekly @TopCow You boys are so sweet to me', 'Anyway #MyCareerPath \n16-21: Family Sports bar (everything from cashier to line cook)\n20-22: Editor/writer at unive… https://t.co/kDUaFXqE9H', '@MagsVisaggs ...that’s fair.']"
Dmayoraru,[]
NickShepley,"['@JimMFelton I think Jim Davidson is working as a consultant for the Home Office, offering his racist ‘Chalkie’ impr… https://t.co/mUOUC5p2zW', 'This is from Robert Fisk, correspondent in the Middle East since 1979; his book The Great War For Civilisation is o… https://t.co/OI4ez5tDfu']"
tmj_VAW_mgmt,"[""Want to work at AT&amp;T? We're #hiring in #Purcellville, VA! Click for details: https://t.co/UkpBZ1ZMzj #BusinessMgmt #Job #Jobs #CareerArc"", 'Can you recommend anyone for this #job in #Frederick, MD? https://t.co/z4r3BaSNE9 #BusinessMgmt #Hiring #CareerArc', 'Interested in a #job in #Hagerstown, MD? This could be a great fit: https://t.co/g9BfvEbPmJ #BusinessMgmt #Hiring #CareerArc', 'Can you recommend anyone for this #job? Assistant District Manager - https://t.co/NJRzFa4atW #BusinessMgmt… https://t.co/xSM1BWbreI', 'Want to work in #Hagerstown, MD? View our latest opening: https://t.co/YhRKszwMEW #BusinessMgmt #Job #Jobs #Hiring #CareerArc']"
tmj_TNC_adm,"[""Want to work at Booz Allen? We're #hiring in #Chattanooga, TN! Click for details: https://t.co/qTfcPpdnfi… https://t.co/56Ps12se0Z"", ""We're #hiring! Click to apply: PHYSICIAN LIAISON (Mountain Management) Full-Time (P000000470) -… https://t.co/Sbql1P4YQs"", ""Want to work at Robert Half Technology? We're #hiring in #Chattanooga, TN! Click for details:… https://t.co/CaM3Ic7hT6"", 'Can you recommend anyone for this #job in #Cleveland, TN? https://t.co/NhFrNpYCkV #IT #Hiring #CareerArc']"
rebeccajoc,"['Could @POTUS confirm or deny this ridiculous story?  Brute 🤣😂🤣😂🤣😂 https://t.co/xRVHY8lGA1', '@gginaj @Comey Gina, he believed our lying media and thought that Hillary would win. He said so. He was trying to c… https://t.co/3hcjU9LYyw', '@3redvines @Comey @woofwoofblake Oh sweetie you’ve missed a lot. He reopened the case only because he thought she w… https://t.co/vni0UvWmLf', '@ScarletAvengers @NoRinosNoDems @Comey  https://t.co/0orEP9TZi0']"
queensarasusan,['@r_mariahclaire Oh god bless his heart']
ColstripAth,['Colstrip Schools Activities Schedule \nApril 16-21\n#colstrippride https://t.co/LgJnknmtpo']
OtonielOsian,['https://t.co/b2GsyJ4RHL']
JCarney_Sports,"['@Girlsurgeon @Steelersdepot Big Lebeau fan, obviously 😎', 'Why can @jhay_da_man never catch a break? Dammit man https://t.co/IECoplGnWT', 'Oh? https://t.co/RxHVvo8vPw']"
play_cdg_kids,"['プレイ・コムデギャルソン子供用長袖Tシャツ ストライプ（赤）キッズウェア\u3000https://t.co/c0UI6YAVPD\u3000https://t.co/6NfcHDI4Ey\u3000#コムデギャルソン子供服店舗', 'プレイ・コムデギャルソン子供用長袖Tシャツ ストライプ（ネイビー）キッズウェア\u3000https://t.co/LQZgwvSha4\u3000https://t.co/8jojLEGrl7\u3000#コムデギャルソンキッズサイズ', 'プレイ・コムデギャルソン子供用長袖Tシャツ ストライプ（黒）キッズウェア\u3000https://t.co/iAyI9uk7Ud\u3000https://t.co/XjFLcLTml9\u3000#プレイコムデギャルソンベビー', 'プレイ・コムデギャルソン子供用長袖Tシャツ ストライプ（青）キッズウェア\u3000https://t.co/Z5GxQ7HOKT\u3000https://t.co/OAGPDd5dYJ\u3000#コムデギャルソンキッズ店舗', 'プレイ・コムデギャルソン子供用長袖Tシャツ ストライプ（緑）キッズウェア\u3000https://t.co/gwhErndGCR\u3000https://t.co/ndDpCxaDPU\u3000#コムデギャルソン子供服通販']"
Richardtyrrell3,"['@AlanSmithson1 Nice work Alan...ttys', 'Great meeting you the other day Pat, the future is bright for WSU AD and student-athletes... https://t.co/Glc60miMZP', 'Another great Coug...Steve Gleason up for an American Medal.... #GoCougs https://t.co/XJJVrgOID0', 'J Gess...proud of you bud! #GoCougs #KeithJacksonIconicVoice https://t.co/sazYsnKB1D']"
janissf,['@HuffPostPol Get rid of him.']
AddItUpJamesRay,['Okaay look at yall 😎🤙🏽 https://t.co/3ArP6yc70F']
tmj_ott_labor,"['Want to work in #Ottawa, ON? View our latest opening: https://t.co/fRMUv6EQGC #cintasjobs #Labor #Job #Jobs #Hiring #CareerArc', ""Want to work at UPS? We're #hiring in #Ottawa, ON! Click for details: https://t.co/l8ViZ0LdzZ #Labor #Job #Jobs #CareerArc"", 'See our latest #Ottawa, ON #job and click to apply: Package Handler - Preload - https://t.co/iw2nGuTcUN #Labor #Hiring #CareerArc', 'Can you recommend anyone for this #job? Loader/Unloader - https://t.co/nDyZdsprZv #cintasjobs #Labor #Ottawa, ON #Hiring #CareerArc', 'This #job might be a great fit for you: Loader/Unloader - https://t.co/M4yKGH1bgX #cintasjobs #Labor #Ottawa, ON #Hiring #CareerArc']"
coldbeefbroth,"['@noohdle mmmm love the bee syrup', 'carrot is so cute', 'coming to work and seeing the person you dreamt died last night https://t.co/uYNNv7AWpL']"
mmwilliams45,"['@SusanCarver19 You can be princess, first in line if succession.', '@SusanCarver19 You are not the queen. I am. I’ll be filing extensions for us and all of our grown children and thei… https://t.co/lltFFDv8xK', '@JCrongeyer All those things are good for business. The big money guys don’t have to spend money on anyone but them… https://t.co/R52J8ZEQN2']"
tmj_tn_intern,['This #job might be a great fit for you: Engineering Summer Intern - https://t.co/ERF51FeVvh #internship #Manchester… https://t.co/c8XaDjF6ap']
PentyrchBowls,"['First bowls of the season on the green this evening. Good turn out despite the cold. #trybowls #reasonstobecheerful https://t.co/kV5ednTJyl', 'Team to play at Taffs Well this Saturday #trybowls https://t.co/Dst0efTqvo', 'Team to play this Wednesday Erving in the first match of the season @StFagansBC #trybowls https://t.co/RJxiSvizti']"
nustarlight315,"['@ECSm2y49hdnBgon 아니에요~ 이벤트 참여 감사해요💕💕', '슬로건 도안 https://t.co/z78x0dKFcC']"
tmj_chh_finance,"['Join the U.S. Bank team! See our latest #job opening here: https://t.co/VrFtFdzqFx #Finance #Hilliard, OH #Hiring #CareerArc', 'This #job might be a great fit for you: Senior Tax Accountant - https://t.co/IlgX3Xkg70 #Finance #Columbus, OH #Hiring #CareerArc', 'Can you recommend anyone for this #job in #Columbus, OH? https://t.co/giUGumbTdP #Finance #Hiring #CareerArc', 'Interested in a #job in #Blacklick, OH? This could be a great fit: https://t.co/AS0yX0z9Z5 #Finance #Hiring #CareerArc', ""We're #hiring! Click to apply: SYSTEM FINANCE MANAGER - https://t.co/9pmDo4KKQK #Finance #Columbus, OH #Job #Jobs #CareerArc""]"
ayach_yusuf,"['@UTTRob @WWEAleister https://t.co/yMzb9M1sPx', 'Thanks mate https://t.co/vGXLIlLVq4', '@staybloodred Welcome', ""Nikki said she broke up with @JohnCena  because after 6 years she still couldn't see him""]"
DasuqA,"['@ninjasexparty Fuck Vegeta \nMarry Trunks\nKill Goku', '@RicepirateMick Closer to character if he\'s closing his eyes I believe, the ""I don\'t even wanna look at all that sin on you"" personality']"
tmj_ind_finance,"['Interested in a #job in #Noblesville, IN? This could be a great fit: https://t.co/2kcBPBNk1q #Finance #Hiring #CareerArc', ""We're #hiring! Click to apply: Financial Advisor- Bloomington - https://t.co/Bj3yWIvuEg #Finance #Bloomington, IN #Job #Jobs #CareerArc"", 'Want to work in #FortWayne, IN? View our latest opening: https://t.co/Uoc4WGWO8L #Finance #Job #Jobs #Hiring #CareerArc', ""We're #hiring! Click to apply: Client Financial Specialist - https://t.co/lNn2rHxuVO #Finance #Indianapolis, IN #Job #Jobs #CareerArc"", 'See our latest #Indianapolis, IN #job and click to apply: Client Finance Supervisor - https://t.co/iYIjeCLkN3 #Finance #Hiring #CareerArc']"
tmj_tol_labor,"['#Work where you play! Read about our latest #job opening here: Dishwasher https://t.co/jZZKeMz41L #Dishwasher… https://t.co/BsQH2GxBWu', 'Can you recommend anyone for this #job? Part-time Dockworker - https://t.co/6N94qWk9Nx #Labor #Toledo, OH #Hiring #CareerArc', 'Join the UPS team! See our latest #job opening here: https://t.co/9r5cf1YUjt #Labor #Monroe, MI #Hiring #CareerArc', ""If you're looking for work in #Fremont, OH, check out this #job: https://t.co/FRu6TXSUeR #Labor #Hiring #CareerArc"", 'Can you recommend anyone for this #job? Housing-Maintenance Technician I - https://t.co/wxeY0sczjY #Housing… https://t.co/anzTmmzkrb']"
tmj_inl_mgmt,"['Interested in a #job in #Danville, IL? This could be a great fit: https://t.co/dQYipHKQA7 #leadership #Hiring #CareerArc', ""We're #hiring! Read about our latest #job opening here: Sales Management Trainee - https://t.co/1coaifuhC6… https://t.co/PveX6j7hlo"", ""If you're looking for work in #Lafayette, IN, check out this #job: https://t.co/eWxvvHfwWo #BusinessMgmt #Hiring #CareerArc"", 'Can you recommend anyone for this #job in #Lafayette, IN? https://t.co/DpnQUaZQ3q #operations #Veterans #Hiring #CareerArc', 'Interested in a #job in #Danville, IL? This could be a great fit: https://t.co/MsZn9QFEsM #leadership #Hiring #CareerArc']"
tmj_min_edu,"['Interested in a #job in #Jackson, MI? This could be a great fit: https://t.co/xJ6RBh2kcE #Education #Teacher #Hiring #CareerArc', 'Can you recommend anyone for this #job in #Canton, MI? https://t.co/vPxqSREDfi #Education #Teacher #Hiring #CareerArc', 'See our latest #Canton, MI #job and click to apply: English Language Learner Teacher at Canton Charter Academy -… https://t.co/M3IoLGWZmN', 'Join the National Heritage Academies team! See our latest #job opening here: https://t.co/iaKFueyxXN #Education… https://t.co/fZaAjJIvnH', 'Want to work in #Ypsilanti, MI? View our latest opening: https://t.co/MLQfPl9uVu #Education #Teacher #Job #Jobs #Hiring #CareerArc']"
tmj_wil_cosmo,"['Are you ready to take your expertise to the next level? Ulta Beauty is currently looking for #retail professionals… https://t.co/t7xRz4OuH9', ""We're #hiring! Read about our latest #job opening here: Hair Stylist - https://t.co/4CGAzzFoaX #Cosmetology #Wilmington, NC #CareerArc"", 'See our latest #Wilmington, NC #job and click to apply: Hair Stylist - https://t.co/uuXA083VFN #Cosmetology #Hiring #CareerArc', 'Can you recommend anyone for this #job? Hair Stylist - https://t.co/zPPNkoXSw8 #Cosmetology #Wilmington, NC #Hiring #CareerArc', 'This #job might be a great fit for you: Hair Stylist - https://t.co/Xiy7m73DQQ #Cosmetology #Shallotte, NC #Hiring #CareerArc']"
UHL_DIETITIANS,"['@sellis1808 @Leic_hospital @BBCRadio4 😂😂😂😂😂', 'I did this 👍💩 @Leic_hospital @BBCRadio4 #TheSecondGenome I was consented whilst in labour 🤣 the research nurse was… https://t.co/d3h35SoMkV', 'Yet more #nutribabble #confusing Will this never end!! My thoughts exactly @HelenlouWest @Leic_hospital… https://t.co/6K5GwjJcpP']"
tmj_gta_util,"[""Want to work at Cintas Corporation? We're #hiring in #Toronto, ON! Click for details: https://t.co/7rdmVCiuV0… https://t.co/ebWKSl7IG1"", 'See our latest #Toronto, ON #job and click to apply: Route Service Sales Representative - https://t.co/uAI7xromdr… https://t.co/zZ6zScKPjA', ""We're #hiring! Read about our latest #job opening here: Route Skipper - https://t.co/OtjklGFTwF #cintasjobs… https://t.co/uPqUIDhiov"", 'See our latest #Toronto, ON #job and click to apply: Route Service Sales Representative - https://t.co/vjuXQdeepX… https://t.co/IR22mpzaFY', 'Can you recommend anyone for this #job in #Toronto, ON? https://t.co/1Hh1jgmJE0 #cintasjobs #Utilities #Hiring #CareerArc']"
_peachbeach,"['@Derra_2 Lol yes all the time!! Lol', '@ham_wallet I low key love yeezy Lol', 'if your message is the last one on a group dm that means you ""win""', '@kanyewest Hey Kanye ilu :)']"
tmj_cte_green,"['This #job might be a great fit for you: QC Inspector - https://t.co/DZin1DOLxC #Green #Woodstock, CT #Hiring #CareerArc']"
UncleKermit,['Black people sure do a lot of variations on the name Shawn?']
Rejector12,"['@AdamRamzan456 @BULB83 @Ahlulbayt1234 @TheRomanArab and oh, if they treat quran like this https://t.co/MsiHZFZFcs ,… https://t.co/VKLpUsKdJf', '@AdamRamzan456 @BULB83 @Ahlulbayt1234 @TheRomanArab True', '@AdamRamzan456 @BULB83 @Ahlulbayt1234 @TheRomanArab Anyhow, respect us and we will respect you', '@AdamRamzan456 @BULB83 @Ahlulbayt1234 @TheRomanArab And see look \n\nI even called bukhari, *imam* with respect when… https://t.co/C8ugGvOhP2', '@AdamRamzan456 @BULB83 @Ahlulbayt1234 @TheRomanArab Sad they taken from imams and never credited them']"
Vivinked,['@Neeerts 👌']
